Year,SampleID,SampleType,EventID ,SamplingLocation ,SamplingSite,SiteCode,EventDate,RecordedBy,DecimalLatitude,DecimalLongitude,VolumeFiltered (mL),FilterType,Brook Floater OccurrenceStatus,Brook Floater Ct_1,Brook Floater Ct_2,Brook Floater Ct_3,Brook Floater eDNA Concentration_1 (pg/L),Brook Floater eDNA Concentration_2 (pg/L),Brook Floater eDNA Concentration_3 (pg/L),Eastern Pearlshell OccurrenceStatus,Eastern Pearlshell Ct_1,Eastern Pearlshell Ct_2,Eastern Pearlshell Ct_3,Eastern Pearlshell eDN/A concentration_1 (pg/L),Eastern Pearlshell eDN/A concentration_2 (pg/L),Eastern Pearlshell eDN/A concentration_3 (pg/L),Yellow Lampmussel OccurrenceStatus,Yellow Lampmussel Ct_1,Yellow Lampmussel Ct_2,Yellow Lampmussel Ct_3,Yellow Lampmussel eDN/A concentration_1 (pg/L) ,Yellow Lampmussel eDN/A concentration_2 (pg/L) ,Yellow Lampmussel eDN/A concentration_3 (pg/L) 
2023,23F-0526,Sample,2023-23F-0526,Southwest Miramichi River,Site 18,BD,7/18/2023,DFO Gulf,46.58102,-66.75007,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0527,Sample,2023-23F-0527,Southwest Miramichi River,Site 18,BD,7/18/2023,DFO Gulf,46.58102,-66.75007,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0528,Sample,2023-23F-0528,Southwest Miramichi River,Site 18,BD,7/18/2023,DFO Gulf,46.58102,-66.75007,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0529,Sample,2023-23F-0529,Southwest Miramichi River,Site 18A,BE,7/18/2023,DFO Gulf,46.579474,-66.758832,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0530,Sample,2023-23F-0530,Southwest Miramichi River,Site 18A,BE,7/18/2023,DFO Gulf,46.579474,-66.758832,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0531,Sample,2023-23F-0531,Southwest Miramichi River,Site 18A,BE,7/18/2023,DFO Gulf,46.579474,-66.758832,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0532,Sample,2023-23F-0532,Southwest Miramichi River,Site 17,BF,7/18/2023,DFO Gulf,46.573364,-66.812947,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0533,Sample,2023-23F-0533,Southwest Miramichi River,Site 17,BF,7/18/2023,DFO Gulf,46.573364,-66.812947,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0534,Sample,2023-23F-0534,Southwest Miramichi River,Site 17,BF,7/18/2023,DFO Gulf,46.573364,-66.812947,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0535,Field blank,2023-23F-0535,N/A,N/A,N/A,7/18/2023,DFO Gulf,,,920,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0536,Sample,2023-23F-0536,Southwest Miramichi River,Site 19,CE,7/19/2023,DFO Gulf,46.5844,-66.711993,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0537,Sample,2023-23F-0537,Southwest Miramichi River,Site 19,CE,7/19/2023,DFO Gulf,46.5844,-66.711993,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0538,Sample,2023-23F-0538,Southwest Miramichi River,Site 19,CE,7/19/2023,DFO Gulf,46.5844,-66.711993,3130,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0539,Sample,2023-23F-0539,Southwest Miramichi River,Site 19A,CF,7/19/2023,DFO Gulf,46.58566,-66.701176,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0540,Sample,2023-23F-0540,Southwest Miramichi River,Site 19A,CF,7/19/2023,DFO Gulf,46.58566,-66.701176,2710,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0541,Sample,2023-23F-0541,Southwest Miramichi River,Site 19A,CF,7/19/2023,DFO Gulf,46.58566,-66.701176,2170,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0542,Sample,2023-23F-0542,Southwest Miramichi River,Site 20A,CO,7/19/2023,DFO Gulf,46.595409,-66.668123,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0543,Sample,2023-23F-0543,Southwest Miramichi River,Site 20A,CO,7/19/2023,DFO Gulf,46.595409,-66.668123,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0544,Sample,2023-23F-0544,Southwest Miramichi River,Site 20A,CO,7/19/2023,DFO Gulf,46.595409,-66.668123,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0545,Field blank,2023-23F-0545,N/A,N/A,N/A,7/19/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0546,Sample,2023-23F-0546,Southwest Miramichi River,Site 20,CD,7/19/2023,DFO Gulf,46.600539,-66.638587,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0547,Sample,2023-23F-0547,Southwest Miramichi River,Site 20,CD,7/19/2023,DFO Gulf,46.600539,-66.638587,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0548,Sample,2023-23F-0548,Southwest Miramichi River,Site 20,CD,7/19/2023,DFO Gulf,46.600539,-66.638587,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0549,Field blank,2023-23F-0549,N/A,N/A,N/A,7/19/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0582,Sample,2023-23F-0582,Southwest Miramichi River,Site 16,AY,7/18/2023,DFO Gulf,46.56257,-66.832,5000,1.2 µm Glass Fiber,Inconclusive / Non concluant,No Ct,37.8,No Ct,0,0.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0583,Sample,2023-23F-0583,Southwest Miramichi River,Site 16,AY,7/18/2023,DFO Gulf,46.56257,-66.832,5000,1.2 µm Glass Fiber,Inconclusive / Non concluant,No Ct,No Ct,38,0,0,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0584,Sample,2023-23F-0584,Southwest Miramichi River,Site 16,AY,7/18/2023,DFO Gulf,46.56257,-66.832,2000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0585,Sample,2023-23F-0585,Southwest Miramichi River,Site 15,AZ,7/18/2023,DFO Gulf,46.55547,-66.84771,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0586,Sample,2023-23F-0586,Southwest Miramichi River,Site 15,AZ,7/18/2023,DFO Gulf,46.55547,-66.84771,3000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0587,Sample,2023-23F-0587,Southwest Miramichi River,Site 15,AZ,7/18/2023,DFO Gulf,46.55547,-66.84771,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0588,Sample,2023-23F-0588,Southwest Miramichi River,Site 14,BA,7/18/2023,DFO Gulf,46.54391,-66.85485,2500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0589,Sample,2023-23F-0589,Southwest Miramichi River,Site 14,BA,7/18/2023,DFO Gulf,46.54391,-66.85485,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0590,Sample,2023-23F-0590,Southwest Miramichi River,Site 14,BA,7/18/2023,DFO Gulf,46.54391,-66.85485,5000,1.2 µm Glass Fiber,Inconclusive / Non concluant,No Ct,38.9,No Ct,0,0.3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0591,Field blank,2023-23F-0591,N/A,N/A,N/A,7/18/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0592,Sample,2023-23F-0592,Southwest Miramichi River,Site 13,CQ,7/18/2023,DFO Gulf,46.53503,-66.88127,5000,1.2 µm Glass Fiber,Inconclusive / Non concluant,37.9,No Ct,No Ct,0,0.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0593,Sample,2023-23F-0593,Southwest Miramichi River,Site 13,CQ,7/18/2023,DFO Gulf,46.53503,-66.88127,4500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0594,Sample,2023-23F-0594,Southwest Miramichi River,Site 13,CQ,7/18/2023,DFO Gulf,46.53503,-66.88127,3000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0595,Field blank,2023-23F-0595,N/A,N/A,N/A,7/18/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0596,Sample,2023-23F-0596,Southwest Miramichi River,Site 31,BC,7/19/2023,DFO Gulf,46.51053,-67.1137,1300,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0597,Sample,2023-23F-0597,Southwest Miramichi River,Site 31,BC,7/19/2023,DFO Gulf,46.51053,-67.1137,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0598,Sample,2023-23F-0598,Southwest Miramichi River,Site 31,BC,7/19/2023,DFO Gulf,46.51053,-67.1137,740,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0599,Sample,2023-23F-0599,Southwest Miramichi River,Site 31,BC,7/19/2023,DFO Gulf,46.51053,-67.1137,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0600,Sample,2023-23F-0600,Southwest Miramichi River,Site 29,BB,7/19/2023,DFO Gulf,46.49828,-67.0485,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0601,Sample,2023-23F-0601,Southwest Miramichi River,Site 29,BB,7/19/2023,DFO Gulf,46.49828,-67.0485,1060,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0602,Sample,2023-23F-0602,Southwest Miramichi River,Site 29,BB,7/19/2023,DFO Gulf,46.49828,-67.0485,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0603,Sample,2023-23F-0603,Southwest Miramichi River,Site 10,CR,7/19/2023,DFO Gulf,46.49392,-67.01024,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0604,Sample,2023-23F-0604,Southwest Miramichi River,Site 10,CR,7/19/2023,DFO Gulf,46.49392,-67.01024,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0605,Sample,2023-23F-0605,Southwest Miramichi River,Site 10,CR,7/19/2023,DFO Gulf,46.49392,-67.01024,700,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0606,Sample,2023-23F-0606,Southwest Miramichi River,Site 5,AX,7/19/2023,DFO Gulf,46.50753,-66.94977,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0607,Sample,2023-23F-0607,Southwest Miramichi River,Site 5,AX,7/19/2023,DFO Gulf,46.50753,-66.94977,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0608,Sample,2023-23F-0608,Southwest Miramichi River,Site 5,AX,7/19/2023,DFO Gulf,46.50753,-66.94977,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0609,Field blank,2023-23F-0609,N/A,N/A,N/A,7/19/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0177,Sample,2023-23F-0177,Nackawick Stream,Nackawick Bridge,CV,6/7/2023,DFO Gulf,46.003048,-67.244048,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0178,Sample,2023-23F-0178,Nackawick Stream,Nackawick Bridge,CV,6/7/2023,DFO Gulf,46.003048,-67.244048,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0179,Sample,2023-23F-0179,Nackawick Stream,Nackawick Bridge,CV,6/7/2023,DFO Gulf,46.003048,-67.244048,3300,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0180,Sample,2023-23F-0180,Nackawick Stream,Nackawick Bridge,CV,6/7/2023,DFO Gulf,46.003,-67.244,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0181,Sample,2023-23F-0181,Nackawick Stream,Nackawick Bridge,CV,6/7/2023,DFO Gulf,46.003,-67.244,3000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0182,Sample,2023-23F-0182,Nackawick Stream,Nackawick Bridge,CV,6/7/2023,DFO Gulf,46.003,-67.244,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0183,Sample,2023-23F-0183,Nackawick Stream,Downstream Pinderdam,CW,6/7/2023,DFO Gulf,46.045,-67.238,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0184,Sample,2023-23F-0184,Nackawick Stream,Downstream Pinderdam,CW,6/7/2023,DFO Gulf,46.045,-67.238,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0185,Sample,2023-23F-0185,Nackawick Stream,Downstream Pinderdam,CW,6/7/2023,DFO Gulf,46.045,-67.238,3000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0186,Field blank,2023-23F-0186,N/A,N/A,N/A,6/7/2023,DFO Gulf,,,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0187,Sample,2023-23F-0187,Westie Lake,Westie Lake - NB Trail,CX,6/7/2023,DFO Gulf,46.132,-67.229,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0188,Sample,2023-23F-0188,Westie Lake,Westie Lake - NB Trail,CX,6/7/2023,DFO Gulf,46.132,-67.229,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0189,Sample,2023-23F-0189,Westie Lake,Westie Lake - NB Trail,CX,6/7/2023,DFO Gulf,46.132,-67.229,3000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0190,Sample,2023-23F-0190,Westie Lake,Westie Lake - Outlet,CY,6/8/2023,DFO Gulf,46.13,-67.229,3000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0191,Sample,2023-23F-0191,Westie Lake,Westie Lake - Outlet,CY,6/8/2023,DFO Gulf,46.13,-67.229,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0192,Sample,2023-23F-0192,Westie Lake,Westie Lake - Outlet,CY,6/8/2023,DFO Gulf,46.13,-67.229,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0193,Sample,2023-23F-0193,Big Lake,Big Lake Outlet stream,CZ,6/8/2023,DFO Gulf,46.129,-67.22,2040,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0194,Sample,2023-23F-0194,Big Lake,Big Lake Outlet stream,CZ,6/8/2023,DFO Gulf,46.129,-67.22,1790,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0195,Sample,2023-23F-0195,Big Lake,Big Lake Outlet stream,CZ,6/8/2023,DFO Gulf,46.129,-67.22,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0196,Field blank,2023-23F-0196,N/A,N/A,N/A,6/8/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0197,Sample,2023-23F-0197,Big Lake,Big Lake - Wooden dock,DA,6/8/2023,DFO Gulf,46.131935,-67.22578,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0198,Sample,2023-23F-0198,Big Lake,Big Lake - Wooden dock,DA,6/8/2023,DFO Gulf,46.131935,-67.22578,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0199,Sample,2023-23F-0199,Big Lake,Big Lake - Wooden dock,DA,6/8/2023,DFO Gulf,46.131935,-67.22578,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0200,Sample,2023-23F-0200,Big Lake,Big Lake - Old boat ramp,DB,6/8/2023,DFO Gulf,46.131824,-67.226997,2270,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0201,Sample,2023-23F-0201,Big Lake,Big Lake - Old boat ramp,DB,6/8/2023,DFO Gulf,46.131824,-67.226997,1400,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
