Year,SampleID,SampleType,EventID ,SamplingLocation ,SamplingSite,SiteCode,EventDate,RecordedBy,DecimalLatitude,DecimalLongitude,VolumeFiltered (mL),FilterType,Brook Floater OccurrenceStatus,Brook Floater Ct_1,Brook Floater Ct_2,Brook Floater Ct_3,Brook Floater eDNA Concentration_1 (pg/L),Brook Floater eDNA Concentration_2 (pg/L),Brook Floater eDNA Concentration_3 (pg/L),Eastern Pearlshell OccurrenceStatus,Eastern Pearlshell Ct_1,Eastern Pearlshell Ct_2,Eastern Pearlshell Ct_3,Eastern Pearlshell eDN/A concentration_1 (pg/L),Eastern Pearlshell eDN/A concentration_2 (pg/L),Eastern Pearlshell eDN/A concentration_3 (pg/L),Yellow Lampmussel OccurrenceStatus,Yellow Lampmussel Ct_1,Yellow Lampmussel Ct_2,Yellow Lampmussel Ct_3,Yellow Lampmussel eDN/A concentration_1 (pg/L) ,Yellow Lampmussel eDN/A concentration_2 (pg/L) ,Yellow Lampmussel eDN/A concentration_3 (pg/L) 
2023,23F-0202,Sample,2023-23F-0202,Big Lake,Big Lake - Old boat ramp,DB,6/8/2023,DFO Gulf,46.131824,-67.226997,6000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0203,Field blank,2023-23F-0203,N/A,N/A,N/A,6/8/2023,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2023,23F-0702,Field blank,2023-23F-0702,N/A,N/A,N/A,9/1/2023,MREAC,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0703,Sample,2023-23F-0703,Richibucto River,Richibucto River Hwy 126,DC,9/1/2023,MREAC,46.491508,-65.263752,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0704,Sample,2023-23F-0704,Richibucto River,Richibucto River Hwy 126,DC,9/1/2023,MREAC,46.491508,-65.263752,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0705,Sample,2023-23F-0705,Richibucto River,Richibucto River Hwy 126,DC,9/1/2023,MREAC,46.491508,-65.263752,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0706,Sample,2023-23F-0706,North Forks Coal Branch River,Coal Branch North Fork,DD,9/1/2023,MREAC,46.359092,-65.152103,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0707,Sample,2023-23F-0707,North Forks Coal Branch River,Coal Branch North Fork,DD,9/1/2023,MREAC,46.359092,-65.152103,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0708,Sample,2023-23F-0708,North Forks Coal Branch River,Coal Branch North Fork,DD,9/1/2023,MREAC,46.359092,-65.152103,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0709,Sample,2023-23F-0709,South Forks Coal Branch River,Coal Branch South Fork,DE,9/1/2023,MREAC,46.350702,-65.146032,800,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0710,Sample,2023-23F-0710,South Forks Coal Branch River,Coal Branch South Fork,DE,9/1/2023,MREAC,46.350702,-65.146032,825,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0711,Sample,2023-23F-0711,South Forks Coal Branch River,Coal Branch South Fork,DE,9/1/2023,MREAC,46.350702,-65.146032,825,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0712,Sample,2023-23F-0712,Childs Creek,Childs Creek,DF,9/1/2023,MREAC,46.621448,-64.875681,500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0713,Sample,2023-23F-0713,Childs Creek,Childs Creek,DF,9/1/2023,MREAC,46.621448,-64.875681,500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0714,Sample,2023-23F-0714,Childs Creek,Childs Creek,DF,9/1/2023,MREAC,46.621448,-64.875681,500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0715,Sample,2023-23F-0715,Beatties Creek,Beatties Creek,DG,9/1/2023,MREAC,46.639745,-64.835887,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0716,Sample,2023-23F-0716,Beatties Creek,Beatties Creek,DG,9/1/2023,MREAC,46.639745,-64.835887,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0717,Sample,2023-23F-0717,Beatties Creek,Beatties Creek,DG,9/1/2023,MREAC,46.639745,-64.835887,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0868,Field blank,2023-23F-0868,N/A,N/A,N/A,9/4/2023,MREAC,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0718,Sample,2023-23F-0718,Coal Branch River,Coal Branch (main),DH,9/4/2023,MREAC,46.44371,-65.064162,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0719,Sample,2023-23F-0719,Coal Branch River,Coal Branch (main),DH,9/4/2023,MREAC,46.44371,-65.064162,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0720,Sample,2023-23F-0720,Coal Branch River,Coal Branch (main),DH,9/4/2023,MREAC,46.44371,-65.064162,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0721,Sample,2023-23F-0721,Richibucto River,Richibucto River Hwy 116,DI,9/4/2023,MREAC,46.509882,-65.162748,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0722,Sample,2023-23F-0722,Richibucto River,Richibucto River Hwy 116,DI,9/4/2023,MREAC,46.509882,-65.162748,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0723,Sample,2023-23F-0723,Richibucto River,Richibucto River Hwy 116,DI,9/4/2023,MREAC,46.509882,-65.162748,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0724,Sample,2023-23F-0724,West Branch St. Nicholas River,West Branch St. Nicholas,DJ,9/4/2023,MREAC,46.53647,-64.960581,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0725,Sample,2023-23F-0725,West Branch St. Nicholas River,West Branch St. Nicholas,DJ,9/4/2023,MREAC,46.53647,-64.960581,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0726,Sample,2023-23F-0726,West Branch St. Nicholas River,West Branch St. Nicholas,DJ,9/4/2023,MREAC,46.53647,-64.960581,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0727,Sample,2023-23F-0727,South Branch St. Nicholas River,South Branch St. Nicholas,DK,9/4/2023,MREAC,46.515887,-64.915008,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0728,Sample,2023-23F-0728,South Branch St. Nicholas River,South Branch St. Nicholas,DK,9/4/2023,MREAC,46.515887,-64.915008,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0729,Sample,2023-23F-0729,South Branch St. Nicholas River,South Branch St. Nicholas,DK,9/4/2023,MREAC,46.515887,-64.915008,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0865,Sample,2023-23F-0865,East Branch St. Nicholas River,East Branch St. Nicholas,DL,9/4/2023,MREAC,46.546692,-64.893192,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0866,Sample,2023-23F-0866,East Branch St. Nicholas River,East Branch St. Nicholas,DL,9/4/2023,MREAC,46.546692,-64.893192,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0867,Sample,2023-23F-0867,East Branch St. Nicholas River,East Branch St. Nicholas,DL,9/4/2023,MREAC,46.546692,-64.893192,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0869,Field blank,2023-23F-0869,N/A,N/A,N/A,9/5/2023,MREAC,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0870,Sample,2023-23F-0870,Bass River,Bass River Hwy 116,DM,9/5/2023,MREAC,46.549453,-65.109755,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0871,Sample,2023-23F-0871,Bass River,Bass River Hwy 116,DM,9/5/2023,MREAC,46.549453,-65.109755,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0872,Sample,2023-23F-0872,Bass River,Bass River Hwy 116,DM,9/5/2023,MREAC,46.549453,-65.109755,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0873,Sample,2023-23F-0873,Molus River,Molus River Hwy 116,DN,9/5/2023,MREAC,46.58205,-65.075996,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0874,Sample,2023-23F-0874,Molus River,Molus River Hwy 116,DN,9/5/2023,MREAC,46.58205,-65.075996,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0875,Sample,2023-23F-0875,Molus River,Molus River Hwy 116,DN,9/5/2023,MREAC,46.58205,-65.075996,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0876,Sample,2023-23F-0876,Riviere Saint-Charles,St. Charles River,DO,9/5/2023,MREAC,46.644875,-65.034766,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0877,Sample,2023-23F-0877,Riviere Saint-Charles,St. Charles River,DO,9/5/2023,MREAC,46.644875,-65.034766,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0878,Sample,2023-23F-0878,Riviere Saint-Charles,St. Charles River,DO,9/5/2023,MREAC,46.644875,-65.034766,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0879,Sample,2023-23F-0879,Petit Riviere Aldouane,Aldouane River Hwy 11,DP,9/5/2023,MREAC,46.689331,-64.918217,40,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0880,Sample,2023-23F-0880,Petit Riviere Aldouane,Aldouane River Hwy 11,DP,9/5/2023,MREAC,46.689331,-64.918217,40,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0881,Sample,2023-23F-0881,Petit Riviere Aldouane,Aldouane River Hwy 11,DP,9/5/2023,MREAC,46.689331,-64.918217,40,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0882,Sample,2023-23F-0882,Mill Creek,Mill Creek,DQ,9/5/2023,MREAC,46.639471,-64.950604,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0883,Sample,2023-23F-0883,Mill Creek,Mill Creek,DQ,9/5/2023,MREAC,46.639471,-64.950604,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0884,Sample,2023-23F-0884,Mill Creek,Mill Creek,DQ,9/5/2023,MREAC,46.639471,-64.950604,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0741,Sample,2023-23F-0741,Tabusintac River,TB1,DR,8/23/2023,TWA,47.34798,-65.43214,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0742,Sample,2023-23F-0742,Tabusintac River,TB1,DR,8/23/2023,TWA,47.348017,-65.432144,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0743,Sample,2023-23F-0743,Tabusintac River,TB1,DR,8/23/2023,TWA,47.348047,-65.43217,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0735,Sample,2023-23F-0735,Tabusintac River,TB2,DS,8/23/2023,TWA,47.288086,-65.405041,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0736,Sample,2023-23F-0736,Tabusintac River,TB2,DS,8/23/2023,TWA,47.288121,-65.405042,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0737,Sample,2023-23F-0737,Tabusintac River,TB2,DS,8/23/2023,TWA,47.28817,-65.405,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0738,Sample,2023-23F-0738,Tabusintac River,TB3,DT,8/23/2023,TWA,47.31572,-65.41392,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0739,Sample,2023-23F-0739,Tabusintac River,TB3,DT,8/23/2023,TWA,47.31575,-65.41392,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0740,Sample,2023-23F-0740,Tabusintac River,TB3,DT,8/23/2023,TWA,47.315791,-65.413914,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0732,Sample,2023-23F-0732,Tabusintac River,TB4,DU,8/23/2023,TWA,47.328414,-65.32692,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0733,Sample,2023-23F-0733,Tabusintac River,TB4,DU,8/23/2023,TWA,47.328566,-65.326893,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0734,Sample,2023-23F-0734,Tabusintac River,TB4,DU,8/23/2023,TWA,47.328745,-65.326804,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0744,Field blank,2023-23F-0744,Tabusintac River,N/A,N/A,8/24/2023,TWA,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0745,Sample,2023-23F-0745,Tabusintac River,TB5,DV,9/7/2023,TWA,47.377197,-65.254647,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0746,Sample,2023-23F-0746,Tabusintac River,TB5,DV,9/7/2023,TWA,47.377101,-65.254722,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0747,Sample,2023-23F-0747,Tabusintac River,TB5,DV,9/7/2023,TWA,47.377078,-65.25468,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0748,Sample,2023-23F-0748,Tabusintac River,TB6,DW,9/7/2023,TWA,47.376032,-65.255443,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0749,Sample,2023-23F-0749,Tabusintac River,TB6,DW,9/7/2023,TWA,47.376084,-65.255312,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0750,Sample,2023-23F-0750,Tabusintac River,TB6,DW,9/7/2023,TWA,47.376051,-65.255192,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0751,Sample,2023-23F-0751,Tabusintac River,TB7,DX,9/7/2023,TWA,47.297036,-65.177334,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0752,Sample,2023-23F-0752,Tabusintac River,TB7,DX,9/7/2023,TWA,47.297159,-65.177326,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0753,Sample,2023-23F-0753,Tabusintac River,TB7,DX,9/7/2023,TWA,47.297221,-65.177432,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0754,Sample,2023-23F-0754,Tabusintac River,TB8,DY,9/7/2023,TWA,47.314595,-65.019626,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0755,Sample,2023-23F-0755,Tabusintac River,TB8,DY,9/7/2023,TWA,47.314634,-65.019585,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0756,Sample,2023-23F-0756,Tabusintac River,TB8,DY,9/7/2023,TWA,47.3147,-65.019403,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0786,Field blank,2023-23F-0786,Tabusintac River,N/A,N/A,9/7/2023,TWA,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0757,Sample,2023-23F-0757,Tabusintac River,TB9,DZ,9/22/2023,TWA,47.429162,-65.418835,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0758,Sample,2023-23F-0758,Tabusintac River,TB9,DZ,9/22/2023,TWA,47.429192,-65.418733,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,23F-0759,Sample,2023-23F-0759,Tabusintac River,TB9,DZ,9/22/2023,TWA,47.429143,-65.418697,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
