L'année,Numéro du site,Province,Latitude,Longitude,Nom de la rivière,Zone de pêche,CGNDB,Température moyenne de l'eau sur le rivage,Nom commun en anglais,Nom commun en français,Nom scientifique,ITIS TSN,Spécimens mesurés,Longueur moyenne (mm),Type de longueur
1972,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,16.7,Lamprey (non specific),lamproies (non spécifique),Petromyzontidae,159697,3,,totale
1972,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,16.7,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,24,,totale
1972,18,Nouveau-Brunswick,47.611,-66.806,Northwest Upsalquitch River,ZPS15,DAYFA,14.4,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,totale
1972,18,Nouveau-Brunswick,47.611,-66.806,Northwest Upsalquitch River,ZPS15,DAYFA,14.4,Atlantic salmon,saumon atlantique,Salmo salar,161996,9,49.667,fourche
1972,18,Nouveau-Brunswick,47.611,-66.806,Northwest Upsalquitch River,ZPS15,DAYFA,14.4,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,30,,fourche
1972,18,Nouveau-Brunswick,47.611,-66.806,Northwest Upsalquitch River,ZPS15,DAYFA,14.4,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,4,,totale
1972,4,Nouveau-Brunswick,47.93,-66.964,Restigouche River,ZPS15,DACGO,13.9,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,totale
1972,4,Nouveau-Brunswick,47.93,-66.964,Restigouche River,ZPS15,DACGO,13.9,Atlantic salmon,saumon atlantique,Salmo salar,161996,34,71.529,fourche
1972,4,Nouveau-Brunswick,47.93,-66.964,Restigouche River,ZPS15,DACGO,13.9,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,2,,fourche
1972,4,Nouveau-Brunswick,47.93,-66.964,Restigouche River,ZPS15,DACGO,13.9,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,4,,fourche
1972,4,Nouveau-Brunswick,47.93,-66.964,Restigouche River,ZPS15,DACGO,13.9,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,4,,totale
1972,4,Nouveau-Brunswick,47.93,-66.964,Restigouche River,ZPS15,DACGO,13.9,White sucker,meunier noir,Catostomus commersoni,553273,2,,fourche
1972,5,Nouveau-Brunswick,47.89,-66.963,Restigouche River,ZPS15,DACGO,16.7,American eel,anguille d'Amérique,Anguilla rostrata,161127,5,,totale
1972,5,Nouveau-Brunswick,47.89,-66.963,Restigouche River,ZPS15,DACGO,16.7,Atlantic salmon,saumon atlantique,Salmo salar,161996,50,62.1,fourche
1972,5,Nouveau-Brunswick,47.89,-66.963,Restigouche River,ZPS15,DACGO,16.7,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,5,,fourche
1972,5,Nouveau-Brunswick,47.89,-66.963,Restigouche River,ZPS15,DACGO,16.7,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fourche
1972,5,Nouveau-Brunswick,47.89,-66.963,Restigouche River,ZPS15,DACGO,16.7,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,40,,fourche
1972,5,Nouveau-Brunswick,47.89,-66.963,Restigouche River,ZPS15,DACGO,16.7,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,3,,totale
1972,41,Nouveau-Brunswick,47.908,-67.909,South Branch Kedgwick River,ZPS15,DAILK,15.6,Atlantic salmon,saumon atlantique,Salmo salar,161996,10,102.0,fourche
1972,41,Nouveau-Brunswick,47.908,-67.909,South Branch Kedgwick River,ZPS15,DAILK,15.6,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,4,,fourche
1972,41,Nouveau-Brunswick,47.908,-67.909,South Branch Kedgwick River,ZPS15,DAILK,15.6,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,30,,totale
1972,42,Nouveau-Brunswick,47.851,-68.064,South Branch Kedgwick River,ZPS15,DAILK,11.7,Atlantic salmon,saumon atlantique,Salmo salar,161996,10,94.0,fourche
1972,42,Nouveau-Brunswick,47.851,-68.064,South Branch Kedgwick River,ZPS15,DAILK,11.7,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,3,,fourche
1972,42,Nouveau-Brunswick,47.851,-68.064,South Branch Kedgwick River,ZPS15,DAILK,11.7,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,342,,totale
1973,40,Nouveau-Brunswick,47.914,-67.913,Belle Kedgwick River,ZPS15,DAGYS,13.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,7,93.0,fourche
1973,40,Nouveau-Brunswick,47.914,-67.913,Belle Kedgwick River,ZPS15,DAGYS,13.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,22,,fourche
1973,40,Nouveau-Brunswick,47.914,-67.913,Belle Kedgwick River,ZPS15,DAGYS,13.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,168,,totale
1973,49,Nouveau-Brunswick,47.576,-67.39,Five Finger Brook,ZPS15,DAEOF,14.4,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,totale
1973,49,Nouveau-Brunswick,47.576,-67.39,Five Finger Brook,ZPS15,DAEOF,14.4,Appalachian brook crayfish,,,97343,1,,fourche
1973,49,Nouveau-Brunswick,47.576,-67.39,Five Finger Brook,ZPS15,DAEOF,14.4,Atlantic salmon,saumon atlantique,Salmo salar,161996,9,101.889,fourche
1973,49,Nouveau-Brunswick,47.576,-67.39,Five Finger Brook,ZPS15,DAEOF,14.4,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,15,,fourche
1973,49,Nouveau-Brunswick,47.576,-67.39,Five Finger Brook,ZPS15,DAEOF,14.4,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,5,,fourche
1973,49,Nouveau-Brunswick,47.576,-67.39,Five Finger Brook,ZPS15,DAEOF,14.4,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,53,,totale
1973,52,Nouveau-Brunswick,47.608,-67.831,Gounamitz River,ZPS15,DAIAZ,15.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,201,44.592,fourche
1973,52,Nouveau-Brunswick,47.608,-67.831,Gounamitz River,ZPS15,DAIAZ,15.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,,fourche
1973,52,Nouveau-Brunswick,47.608,-67.831,Gounamitz River,ZPS15,DAIAZ,15.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,676,,totale
1973,53,Nouveau-Brunswick,47.613,-67.854,Gounamitz River,ZPS15,DAIAZ,11.5,Atlantic salmon,saumon atlantique,Salmo salar,161996,60,60.0,fourche
1973,53,Nouveau-Brunswick,47.613,-67.854,Gounamitz River,ZPS15,DAIAZ,11.5,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,12,,fourche
1973,53,Nouveau-Brunswick,47.613,-67.854,Gounamitz River,ZPS15,DAIAZ,11.5,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,910,,totale
1973,54,Nouveau-Brunswick,47.615,-67.872,Gounamitz River,ZPS15,DAIAZ,13.5,Atlantic salmon,saumon atlantique,Salmo salar,161996,28,41.929,fourche
1973,54,Nouveau-Brunswick,47.615,-67.872,Gounamitz River,ZPS15,DAIAZ,13.5,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,6,,fourche
1973,54,Nouveau-Brunswick,47.615,-67.872,Gounamitz River,ZPS15,DAIAZ,13.5,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,1224,,totale
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,,totale
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,Appalachian brook crayfish,,,97343,3,,fourche
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,Atlantic salmon,saumon atlantique,Salmo salar,161996,43,67.302,fourche
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,8,,fourche
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,6,,fourche
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,Lamprey (non specific),lamproies (non spécifique),Petromyzontidae,159697,3,,totale
1973,50,Nouveau-Brunswick,47.523,-67.55,Jardine Brook,ZPS15,DAKVC,15.8,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,31,,totale
1973,28,Nouveau-Brunswick,47.739,-67.654,Kedgwick River,ZPS15,DALLK,14.0,Appalachian brook crayfish,,,97343,2,,fourche
1973,28,Nouveau-Brunswick,47.739,-67.654,Kedgwick River,ZPS15,DALLK,14.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,118,95.857,fourche
1973,28,Nouveau-Brunswick,47.739,-67.654,Kedgwick River,ZPS15,DALLK,14.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,,fourche
1973,28,Nouveau-Brunswick,47.739,-67.654,Kedgwick River,ZPS15,DALLK,14.0,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,5,,fourche
1973,28,Nouveau-Brunswick,47.739,-67.654,Kedgwick River,ZPS15,DALLK,14.0,Lamprey (non specific),lamproies (non spécifique),Petromyzontidae,159697,1,,totale
1973,28,Nouveau-Brunswick,47.739,-67.654,Kedgwick River,ZPS15,DALLK,14.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,26,,totale
1973,29,Nouveau-Brunswick,47.765,-67.691,Kedgwick River,ZPS15,DALLK,14.4,American eel,anguille d'Amérique,Anguilla rostrata,161127,6,,totale
1973,29,Nouveau-Brunswick,47.765,-67.691,Kedgwick River,ZPS15,DALLK,14.4,Appalachian brook crayfish,,,97343,5,,fourche
1973,29,Nouveau-Brunswick,47.765,-67.691,Kedgwick River,ZPS15,DALLK,14.4,Atlantic salmon,saumon atlantique,Salmo salar,161996,29,97.0,fourche
1973,29,Nouveau-Brunswick,47.765,-67.691,Kedgwick River,ZPS15,DALLK,14.4,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,,fourche
1973,29,Nouveau-Brunswick,47.765,-67.691,Kedgwick River,ZPS15,DALLK,14.4,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,34,,fourche
1973,29,Nouveau-Brunswick,47.765,-67.691,Kedgwick River,ZPS15,DALLK,14.4,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,48,,totale
1973,30,Nouveau-Brunswick,47.817,-67.739,Kedgwick River,ZPS15,DALLK,13.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,58,52.052,fourche
1973,30,Nouveau-Brunswick,47.817,-67.739,Kedgwick River,ZPS15,DALLK,13.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,,fourche
1973,30,Nouveau-Brunswick,47.817,-67.739,Kedgwick River,ZPS15,DALLK,13.0,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,12,,fourche
1973,30,Nouveau-Brunswick,47.817,-67.739,Kedgwick River,ZPS15,DALLK,13.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,66,,totale
1973,45,Nouveau-Brunswick,47.528,-67.62,Little Main Restigouche River,ZPS15,DAQCE,16.25,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,totale
1973,45,Nouveau-Brunswick,47.528,-67.62,Little Main Restigouche River,ZPS15,DAQCE,16.25,Appalachian brook crayfish,,,97343,1,,fourche
1973,45,Nouveau-Brunswick,47.528,-67.62,Little Main Restigouche River,ZPS15,DAQCE,16.25,Atlantic salmon,saumon atlantique,Salmo salar,161996,8,38.625,fourche
1973,45,Nouveau-Brunswick,47.528,-67.62,Little Main Restigouche River,ZPS15,DAQCE,16.25,Brook stickleback,épinoche à cinq épines,Culaea inconstans,166399,1,,totale
1973,45,Nouveau-Brunswick,47.528,-67.62,Little Main Restigouche River,ZPS15,DAQCE,16.25,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,7,,fourche
1973,45,Nouveau-Brunswick,47.528,-67.62,Little Main Restigouche River,ZPS15,DAQCE,16.25,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,50,,totale
1973,46,Nouveau-Brunswick,47.477,-67.72,Little Main Restigouche River,ZPS15,DAQCE,11.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,29,39.379,fourche
1973,46,Nouveau-Brunswick,47.477,-67.72,Little Main Restigouche River,ZPS15,DAQCE,11.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fourche
1973,46,Nouveau-Brunswick,47.477,-67.72,Little Main Restigouche River,ZPS15,DAQCE,11.0,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,2,,fourche
1973,46,Nouveau-Brunswick,47.477,-67.72,Little Main Restigouche River,ZPS15,DAQCE,11.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,118,,totale
1973,36,Nouveau-Brunswick,47.848,-67.702,McDougall Brook,ZPS15,DAYMW,8.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,12,112.167,fourche
1973,36,Nouveau-Brunswick,47.848,-67.702,McDougall Brook,ZPS15,DAYMW,8.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,35,,fourche
1973,36,Nouveau-Brunswick,47.848,-67.702,McDougall Brook,ZPS15,DAYMW,8.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,170,,totale
1973,55,Nouveau-Brunswick,47.625,-67.914,North Branch Gounamitz River,ZPS15,DABVX,12.5,Atlantic salmon,saumon atlantique,Salmo salar,161996,24,148.0,fourche
1973,55,Nouveau-Brunswick,47.625,-67.914,North Branch Gounamitz River,ZPS15,DABVX,12.5,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,21,,fourche
1973,55,Nouveau-Brunswick,47.625,-67.914,North Branch Gounamitz River,ZPS15,DABVX,12.5,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,384,,totale
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,totale
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,Appalachian brook crayfish,,,97343,5,,fourche
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,Atlantic salmon,saumon atlantique,Salmo salar,161996,149,49.107,fourche
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,3,,fourche
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,5,,fourche
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,Lamprey (non specific),lamproies (non spécifique),Petromyzontidae,159697,1,,totale
1973,38,Nouveau-Brunswick,47.909,-67.907,North Branch Kedgwick River,ZPS15,DABWE,13.2,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,108,,totale
1973,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,18.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,,totale
1973,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,18.0,Appalachian brook crayfish,,,97343,7,,fourche
1973,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,18.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,87,62.77,fourche
1973,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,18.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,101,,fourche
1973,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,18.0,Lamprey (non specific),lamproies (non spécifique),Petromyzontidae,159697,2,,totale
1973,39,Nouveau-Brunswick,47.978,-67.935,North Branch Kedgwick River,ZPS15,DABWE,18.0,Sculpins (non specific),chabots (non spécifique),Cottidae,167196,214,,totale
