abft_thon,region_région,year_année,month_mois,day_jour,latitude_latitude,longitude_longitude,fkl_lf,rw_pt,dw_pé,preyw_pproie,preyl_lproie,digestion_digestion,quantity_quantitée,prey_proie_fr,prey_proie_en,prey_proie_latin
118,PEI,2020,9,20,46.5239,-62.2203,252,297,230,113.24,27.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
118,PEI,2020,9,20,46.5239,-62.2203,252,297,230,96.75,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
118,PEI,2020,9,20,46.5239,-62.2203,252,297,230,196.29,NA,4,1,Poisson non-identifié,Fish unidentified,NA
119,PEI,2020,NA,NA,NA,NA,NA,NA,NA,345.41,34.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
119,PEI,2020,NA,NA,NA,NA,NA,NA,NA,272.17,29.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
119,PEI,2020,NA,NA,NA,NA,NA,NA,NA,71.78,21.00,3,1,Poisson non-identifié,Fish unidentified,NA
119,PEI,2020,NA,NA,NA,NA,NA,NA,NA,475.38,NA,4,1,Poisson non-identifié,Fish unidentified,NA
120,PEI,2020,8,15,46.6528,-62.5583,192,111,86,NA,NA,NA,1,Autre,Other,NA
121,PEI,2020,NA,NA,NA,NA,253,246,NA,0.32,3.00,1,1,Autre,Other,NA
122,PEI,2020,NA,NA,NA,NA,212,148,NA,NA,NA,NA,1,Autre,Other,NA
123,PEI,2020,8,12,46.5917,-62.9889,207,138,108,0.06,NA,1,1,Encornet non-spécifié,Shortfin squid unidentified,Illex sp.
123,PEI,2020,8,12,46.5917,-62.9889,207,138,108,11.95,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
124,PEI,2020,8,16,46.6833,-62.6000,197,126,99,11.45,10.00,5,1,Encornet non-spécifié,Shortfin squid unidentified,Illex sp.
124,PEI,2020,8,16,46.6833,-62.6000,197,126,99,17.02,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
124,PEI,2020,8,16,46.6833,-62.6000,197,126,99,6.07,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
124,PEI,2020,8,16,46.6833,-62.6000,197,126,99,7.33,10.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
124,PEI,2020,8,16,46.6833,-62.6000,197,126,99,13.28,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
124,PEI,2020,8,16,46.6833,-62.6000,197,126,99,148.97,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
125,PEI,2020,8,15,46.5480,-62.3630,204,130,100,33.14,17.00,4,1,Poisson non-identifié,Fish unidentified,NA
126,PEI,2020,9,16,45.9133,-62.5067,207,145,114,18.77,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
126,PEI,2020,9,16,45.9133,-62.5067,207,145,114,19.29,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
126,PEI,2020,9,16,45.9133,-62.5067,207,145,114,23.59,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
126,PEI,2020,9,16,45.9133,-62.5067,207,145,114,19.72,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
126,PEI,2020,9,16,45.9133,-62.5067,207,145,114,18.48,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
126,PEI,2020,9,16,45.9133,-62.5067,207,145,114,302.83,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
127,PEI,2020,NA,NA,NA,NA,NA,NA,NA,1.31,5.00,1,4,Autre,Other,NA
127,PEI,2020,NA,NA,NA,NA,NA,NA,NA,4.71,NA,3,1,Encornet non-spécifié,Shortfin squid unidentified,Illex sp.
127,PEI,2020,NA,NA,NA,NA,NA,NA,NA,715.31,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,3354.34,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,85.49,21.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,49.51,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,26.29,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,29.96,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,33.21,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,25.52,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,30.25,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,42.09,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,35.60,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,24.42,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,26.70,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,22.82,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,26.20,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,22.20,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,23.34,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,29.16,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,29.39,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,28.09,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,27.70,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,30.19,16.00,4,1,Poisson non-identifié,Fish unidentified,NA
128,PEI,2020,9,28,46.5000,-62.0167,228,216,154,27.19,15.00,4,1,Poisson non-identifié,Fish unidentified,NA
129,PEI,2020,9,16,46.5961,-62.4575,246,234,181,234.58,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,171.99,24.00,3,1,Poisson non-identifié,Fish unidentified,NA
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,223.00,24.00,3,1,Poisson non-identifié,Fish unidentified,NA
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,91.39,23.00,4,1,Poisson non-identifié,Fish unidentified,NA
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,96.23,22.00,4,1,Poisson non-identifié,Fish unidentified,NA
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,78.05,21.00,4,1,Poisson non-identifié,Fish unidentified,NA
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,73.33,19.00,4,1,Poisson non-identifié,Fish unidentified,NA
130,PEI,2020,9,21,46.0850,-61.9210,264,288,222,136.87,NA,5,1,Poisson non-identifié,Fish unidentified,NA
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,23.02,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,29.59,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,27.95,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,26.77,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,23.31,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,27.59,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,25.82,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,19.31,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,24.21,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,24.33,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,23.25,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,26.54,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,26.05,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,27.74,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,26.22,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,22.80,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,24.72,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,26.24,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,24.43,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,22.96,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,20.62,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,19.03,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,22.07,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,17.27,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,22.35,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,16.24,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,14.61,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
131,PEI,2020,9,28,46.5086,-62.7956,198,207,160,17.59,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
132,PEI,2021,9,17,NA,NA,241,246,NA,0.50,NA,1,1,Autre,Other,NA
133,PEI,2021,9,16,46.5514,-62.3400,236,200,NA,NA,NA,NA,1,Autre,Other,NA
134,PEI,2021,8,17,46.5078,-62.8150,262,235,NA,NA,NA,NA,1,Autre,Other,NA
135,PEI,2021,9,13,NA,NA,240,211,NA,28.09,17.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
135,PEI,2021,9,13,NA,NA,240,211,NA,22.89,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
135,PEI,2021,9,13,NA,NA,240,211,NA,17.98,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
135,PEI,2021,9,13,NA,NA,240,211,NA,23.15,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
135,PEI,2021,9,13,NA,NA,240,211,NA,18.69,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
135,PEI,2021,9,13,NA,NA,240,211,NA,1.45,8.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
135,PEI,2021,9,13,NA,NA,240,211,NA,6.91,NA,5,1,Poisson non-identifié,Fish unidentified,NA
135,PEI,2021,9,13,NA,NA,240,211,NA,3.20,NA,5,1,Autre,Other,NA
135,PEI,2021,9,13,NA,NA,240,211,NA,0.36,NA,1,1,Autre,Other,NA
136,PEI,2021,9,22,46.5033,-62.3992,210,137,NA,NA,NA,NA,1,Autre,Other,NA
137,PEI,2021,9,22,46.5167,-62.4972,232,197,NA,2.16,8.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
137,PEI,2021,9,22,46.5167,-62.4972,232,197,NA,1.58,8.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
137,PEI,2021,9,22,46.5167,-62.4972,232,197,NA,3.63,7.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
137,PEI,2021,9,22,46.5167,-62.4972,232,197,NA,14.29,NA,5,1,Poisson non-identifié,Fish unidentified,NA
137,PEI,2021,9,22,46.5167,-62.4972,232,197,NA,0.31,NA,1,1,Autre,Other,NA
138,PEI,2021,9,22,46.5542,-62.1633,250,214,NA,NA,NA,NA,1,Autre,Other,NA
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,4.34,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,19.67,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,11.53,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,3.10,9.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,12.22,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,7.33,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,33.50,NA,5,1,Poisson non-identifié,Fish unidentified,NA
139,PEI,2021,NA,NA,NA,NA,NA,NA,NA,42.36,NA,NA,1,Autre,Other,NA
140,PEI,2021,8,22,46.5844,-62.0064,230,182,NA,NA,NA,NA,1,Autre,Other,NA
141,PEI,2021,9,22,NA,NA,228,180,NA,NA,NA,NA,1,Autre,Other,NA
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,18.19,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,44.26,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,5.00,13.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,10.07,15.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,6.98,15.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,2.49,12.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,10.71,15.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,11.98,15.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,8.06,15.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
142,PEI,2021,9,22,46.5186,-62.4892,239,225,NA,11.29,NA,NA,1,Autre,Other,NA
143,PEI,2021,8,23,NA,NA,210,167,NA,0.50,NA,1,1,Autre,Other,NA
144,PEI,2021,9,18,46.5544,-62.5931,223,173,NA,NA,NA,NA,1,Autre,Other,NA
145,PEI,2021,9,15,NA,NA,238,188,NA,NA,NA,NA,1,Autre,Other,NA
146,PEI,2021,9,17,46.5169,-62.4481,266,294,NA,NA,NA,NA,1,Autre,Other,NA
147,PEI,2021,8,9,NA,NA,222,169,NA,NA,NA,NA,1,Autre,Other,NA
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,281.52,38.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,78.05,24.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,71.85,23.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,147.63,29.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,148.22,28.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,94.58,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,76.44,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,87.30,26.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,75.07,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,73.80,23.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,72.27,24.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
148,PEI,2021,8,13,46.5369,-62.2419,233,160,NA,89.56,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
149,PEI,2021,8,3,46.5214,-62.2811,220,175,NA,171.83,27.00,3,1,Poisson non-identifié,Fish unidentified,NA
149,PEI,2021,8,3,46.5214,-62.2811,220,175,NA,61.27,26.00,4,1,Poisson non-identifié,Fish unidentified,NA
149,PEI,2021,8,3,46.5214,-62.2811,220,175,NA,62.60,25.00,4,1,Poisson non-identifié,Fish unidentified,NA
149,PEI,2021,8,3,46.5214,-62.2811,220,175,NA,350.39,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
150,PEI,2021,8,3,46.5211,-62.4775,221,160,NA,NA,NA,NA,1,Autre,Other,NA
151,PEI,2021,8,10,NA,NA,223,161,NA,30.19,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
151,PEI,2021,8,10,NA,NA,223,161,NA,2.00,NA,1,1,Poisson non-identifié,Fish unidentified,NA
152,PEI,2021,8,17,NA,NA,234,181,NA,0.39,NA,1,1,Autre,Other,NA
153,PEI,2021,8,3,46.5044,-62.6464,207,154,NA,NA,NA,NA,1,Autre,Other,NA
154,PEI,2021,8,7,NA,NA,233,168,NA,NA,NA,NA,1,Autre,Other,NA
155,PEI,2021,8,3,46.5461,-62.1497,222,159,NA,0.13,NA,1,1,Autre,Other,NA
155,PEI,2021,8,3,46.5461,-62.1497,222,159,NA,0.30,NA,1,1,Poisson non-identifié,Fish unidentified,NA
156,PEI,2021,8,4,46.5278,-62.6344,229,171,NA,NA,NA,NA,1,Autre,Other,NA
157,PEI,2021,8,22,NA,NA,125,160,NA,1.02,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,2.91,11.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.18,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.99,11.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,2.09,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,2.25,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.51,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.86,11.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,3.04,11.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.45,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,2.06,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.10,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,2.44,12.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.65,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.18,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.63,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.51,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.98,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.84,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.02,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.78,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.62,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.94,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.69,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.98,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.45,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.02,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.32,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.38,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.92,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.37,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.74,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.06,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.35,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.72,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.34,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.89,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.65,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.51,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.29,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.00,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.81,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.67,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.73,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.33,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.40,11.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.91,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.39,11.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.98,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,1.01,10.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.96,9.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.63,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.75,8.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.72,7.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
157,PEI,2021,8,22,NA,NA,125,160,NA,0.36,6.00,4,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
