abft_thon,region_région,year_année,month_mois,day_jour,latitude_latitude,longitude_longitude,fkl_lf,rw_pt,dw_pé,preyw_pproie,preyl_lproie,digestion_digestion,quantity_quantitée,prey_proie_fr,prey_proie_en,prey_proie_latin
287,PEI,2022,9,9,NA,NA,250,225,NA,58.18,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,52.82,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,48.92,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,42.28,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,40.86,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,62.35,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,47.01,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,35.50,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,36.86,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,59.31,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,74.36,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,59.37,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,55.68,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,46.95,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,35.41,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,49.44,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,21.17,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
287,PEI,2022,9,9,NA,NA,250,225,NA,39.38,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
288,PEI,2022,NA,NA,NA,NA,196,124,NA,96.03,23.00,3,1,Poisson non-identifié,Fish unidentified,NA
288,PEI,2022,NA,NA,NA,NA,196,124,NA,69.94,25.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
288,PEI,2022,NA,NA,NA,NA,196,124,NA,30.31,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
288,PEI,2022,NA,NA,NA,NA,196,124,NA,46.24,NA,5,1,Poisson non-identifié,Fish unidentified,NA
289,PEI,2022,9,22,NA,NA,254,245,NA,145.19,27.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
289,PEI,2022,9,22,NA,NA,254,245,NA,121.21,24.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
289,PEI,2022,9,22,NA,NA,254,245,NA,104.63,21.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
289,PEI,2022,9,22,NA,NA,254,245,NA,59.94,21.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
290,PEI,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Autre,Other,NA
291,PEI,2022,NA,NA,NA,NA,NA,NA,NA,7.32,9.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
291,PEI,2022,NA,NA,NA,NA,NA,NA,NA,8.35,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
291,PEI,2022,NA,NA,NA,NA,NA,NA,NA,0.21,NA,1,1,Autre,Other,NA
291,PEI,2022,NA,NA,NA,NA,NA,NA,NA,0.11,NA,1,1,Autre,Other,NA
292,PEI,2022,9,6,NA,NA,252,220,NA,NA,NA,NA,1,Autre,Other,NA
293,PEI,2022,NA,NA,NA,NA,210,141,NA,NA,NA,NA,1,Autre,Other,NA
294,PEI,2022,9,11,NA,NA,211,147,NA,NA,NA,NA,1,Autre,Other,NA
295,PEI,2022,8,24,NA,NA,240,197,NA,261.54,31.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
296,PEI,2022,9,13,NA,NA,227,165,NA,35.78,16.00,3,1,Poisson non-identifié,Fish unidentified,NA
297,PEI,2022,9,6,NA,NA,227,157,NA,196.26,29.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
297,PEI,2022,9,6,NA,NA,227,157,NA,14.60,13.00,3,1,Poisson non-identifié,Fish unidentified,NA
297,PEI,2022,9,6,NA,NA,227,157,NA,15.96,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
297,PEI,2022,9,6,NA,NA,227,157,NA,17.71,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
297,PEI,2022,9,6,NA,NA,227,157,NA,25.27,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
297,PEI,2022,9,6,NA,NA,227,157,NA,15.81,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
297,PEI,2022,9,6,NA,NA,227,157,NA,13.48,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
298,PEI,2022,9,1,NA,NA,193,122,NA,20.87,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
298,PEI,2022,9,1,NA,NA,193,122,NA,21.91,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
298,PEI,2022,9,1,NA,NA,193,122,NA,20.22,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
298,PEI,2022,9,1,NA,NA,193,122,NA,21.64,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
298,PEI,2022,9,1,NA,NA,193,122,NA,23.95,15.00,3,1,Poisson non-identifié,Fish unidentified,NA
299,PEI,2022,NA,NA,NA,NA,193,122,NA,203.15,30.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
299,PEI,2022,NA,NA,NA,NA,193,122,NA,42.22,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
299,PEI,2022,NA,NA,NA,NA,193,122,NA,17.01,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
300,PEI,2022,8,29,NA,NA,222,154,NA,247.42,31.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
300,PEI,2022,8,29,NA,NA,222,154,NA,16.04,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
300,PEI,2022,8,29,NA,NA,222,154,NA,11.95,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
300,PEI,2022,8,29,NA,NA,222,154,NA,9.94,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
300,PEI,2022,8,29,NA,NA,222,154,NA,16.50,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
300,PEI,2022,8,29,NA,NA,222,154,NA,51.86,NA,5,1,Poisson non-identifié,Fish unidentified,NA
301,PEI,2022,10,2,NA,NA,208,131,NA,1.74,7.00,3,1,Poisson non-identifié,Fish unidentified,NA
301,PEI,2022,10,2,NA,NA,208,131,NA,1.44,5.00,3,1,Poisson non-identifié,Fish unidentified,NA
301,PEI,2022,10,2,NA,NA,208,131,NA,0.98,5.00,3,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.46,6.00,3,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.82,5.00,3,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.44,7.00,3,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.89,6.00,4,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.63,6.00,4,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.64,6.00,4,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,1.97,5.00,4,1,Épinoche à trois épines,Three-spined stickleback,Gasterosteus aculeatus
301,PEI,2022,10,2,NA,NA,208,131,NA,18.33,NA,4,10,Poisson non-identifié,Fish unidentified,NA
301,PEI,2022,10,2,NA,NA,208,131,NA,259.17,NA,5,1,Poisson non-identifié,Fish unidentified,NA
301,PEI,2022,10,2,NA,NA,208,131,NA,0.42,NA,1,1,Autre,Other,NA
302,PEI,2022,8,29,NA,NA,232,182,NA,251.79,32.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
302,PEI,2022,8,29,NA,NA,232,182,NA,137.42,26.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
302,PEI,2022,8,29,NA,NA,232,182,NA,169.49,28.00,4,1,Poisson non-identifié,Fish unidentified,NA
302,PEI,2022,8,29,NA,NA,232,182,NA,53.32,20.00,4,1,Poisson non-identifié,Fish unidentified,NA
302,PEI,2022,8,29,NA,NA,232,182,NA,69.84,22.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
302,PEI,2022,8,29,NA,NA,232,182,NA,35.29,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
302,PEI,2022,8,29,NA,NA,232,182,NA,10.32,17.00,3,1,Lançon non-spécifié,Sand lance unidentified,Ammodytidae sp.
302,PEI,2022,8,29,NA,NA,232,182,NA,15.81,26.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
302,PEI,2022,8,29,NA,NA,232,182,NA,16.64,24.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
302,PEI,2022,8,29,NA,NA,232,182,NA,53.18,NA,5,1,Poisson non-identifié,Fish unidentified,NA
303,PEI,2022,8,31,NA,NA,237,176,NA,175.99,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
303,PEI,2022,8,31,NA,NA,237,176,NA,109.53,27.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
303,PEI,2022,8,31,NA,NA,237,176,NA,55.92,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
303,PEI,2022,8,31,NA,NA,237,176,NA,53.59,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
303,PEI,2022,8,31,NA,NA,237,176,NA,34.73,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
303,PEI,2022,8,31,NA,NA,237,176,NA,12.38,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,88.85,24.00,3,1,Gaspereau,Alewife,Alosa pseudoharengus
304,PEI,2022,9,13,NA,NA,217,168,NA,114.47,24.00,3,1,Gaspereau,Alewife,Alosa pseudoharengus
304,PEI,2022,9,13,NA,NA,217,168,NA,109.51,23.00,3,1,Gaspereau,Alewife,Alosa pseudoharengus
304,PEI,2022,9,13,NA,NA,217,168,NA,136.88,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,78.47,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,88.30,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,35.02,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,101.09,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,81.23,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,63.41,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,69.11,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,77.25,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,43.94,17.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,89.61,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,82.11,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,132.94,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,75.60,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,80.47,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,65.81,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,68.77,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,79.10,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,75.10,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,61.26,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,48.81,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,67.28,21.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,68.26,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,58.14,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,47.86,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,39.17,17.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,83.11,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,54.31,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,61.86,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,54.03,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,53.11,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,41.61,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
304,PEI,2022,9,13,NA,NA,217,168,NA,197.35,30.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,58.89,19.00,3,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,51.69,17.00,3,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,82.40,22.00,3,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,163.68,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,72.23,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,105.63,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,77.68,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,39.53,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,77.01,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,73.42,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,100.17,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,56.90,19.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,97.20,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,61.87,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,112.65,24.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,47.89,16.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,32.95,20.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,12.50,15.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,29.74,16.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,19.92,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,27.47,16.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,28.51,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,21.03,17.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,28.54,17.00,4,1,Alose d'été,Blueback herring,Alosa aestivalis
305,PEI,2022,9,1,NA,NA,219,181,NA,31.04,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,20.13,15.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,32.14,19.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
305,PEI,2022,9,1,NA,NA,219,181,NA,21.36,16.00,4,1,Alose d'été,Blueback herring,Alosa aestivalis
305,PEI,2022,9,1,NA,NA,219,181,NA,33.03,17.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
305,PEI,2022,9,1,NA,NA,219,181,NA,69.46,21.00,4,1,Poisson non-identifié,Fish unidentified,NA
305,PEI,2022,9,1,NA,NA,219,181,NA,658.91,NA,5,1,Poisson non-identifié,Fish unidentified,NA
306,PEI,2022,9,7,NA,NA,231,178,NA,NA,NA,NA,1,Autre,Other,NA
307,PEI,2022,9,5,NA,NA,251,220,NA,45.31,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
308,PEI,2022,9,4,NA,NA,242,190,NA,15.17,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
308,PEI,2022,9,4,NA,NA,242,190,NA,10.74,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
308,PEI,2022,9,4,NA,NA,242,190,NA,11.57,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
308,PEI,2022,9,4,NA,NA,242,190,NA,11.62,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
309,PEI,2022,9,12,NA,NA,227,167,NA,NA,NA,NA,1,Autre,Other,NA
310,PEI,2022,9,12,NA,NA,236,200,NA,55.02,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,68.53,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,142.56,23.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,96.16,25.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,31.34,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,26.22,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,74.86,22.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,84.26,25.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
311,PEI,2022,9,3,NA,NA,221,171,NA,90.93,NA,5,1,Poisson non-identifié,Fish unidentified,NA
312,PEI,2022,9,13,NA,NA,257,294,NA,73.31,22.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
312,PEI,2022,9,13,NA,NA,257,294,NA,71.77,21.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
312,PEI,2022,9,13,NA,NA,257,294,NA,65.09,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
312,PEI,2022,9,13,NA,NA,257,294,NA,38.15,17.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,90.74,22.00,3,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,66.57,21.00,3,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,69.18,22.00,3,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,57.46,21.00,3,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,88.60,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,164.57,30.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,44.83,20.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,63.09,25.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,52.43,18.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
313,PEI,2022,9,7,NA,NA,209,137,NA,45.27,19.00,4,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,38.38,17.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
313,PEI,2022,9,7,NA,NA,209,137,NA,34.14,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,47.32,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,32.74,18.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
313,PEI,2022,9,7,NA,NA,209,137,NA,43.45,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,15.70,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,19.23,10.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,11.06,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,23.30,15.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
313,PEI,2022,9,7,NA,NA,209,137,NA,11.49,14.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
313,PEI,2022,9,7,NA,NA,209,137,NA,16.69,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,21.60,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,18.98,17.00,4,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,9.07,13.00,4,1,Alose d'été,Blueback herring,Alosa aestivalis
313,PEI,2022,9,7,NA,NA,209,137,NA,9.43,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,10.69,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
313,PEI,2022,9,7,NA,NA,209,137,NA,21.72,15.00,4,1,Gaspereau,Alewife,Alosa pseudoharengus
